N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4196.0,1.0,2.32
20,0.0,4196.0,1.0,2.32
30,0.0,4192.0,1.0,1.7
40,0.0001,4164.0,1.28,24.58
50,0.0002,4168.0,1.68,28.13
60,0.0003,4168.0,1.93,31.88
70,0.0004,4172.0,1.96,34.84
80,0.0005,4176.0,1.97,38.08
90,0.0006,4168.0,1.98,41.44
100,0.0006,4188.0,1.99,43.38
200,0.0015,4168.0,2.0,63.12
300,0.0024,4168.0,2.0,77.64
400,0.0033,4196.0,2.0,82.9
500,0.0044,4196.0,2.0,87.27
600,0.0055000000000000005,4192.0,2.0,94.15
700,0.006500000000000001,4196.0,2.0,92.85
800,0.0076,4144.0,2.0,96.56
900,0.0088,4180.0,2.0,93.82
1000,0.0098,5228.0,2.0,102.86
1200,0.0123,5212.0,2.0,95.82
1400,0.0146,5248.0,2.0,105.33
1600,0.0172,5220.0,2.0,96.71
1800,0.0199,5232.0,2.0,100.98
2000,0.0227,4128.0,2.0,108.98
2500,0.028999999999999998,6216.0,2.0,109.13
3000,0.0355,6216.0,2.0,110.89
3500,0.042199999999999994,7260.0,2.0,111.94
4000,0.049800000000000004,6180.0,2.0,111.14
4500,0.057699999999999994,6180.0,2.0,113.5
5000,0.0658,7204.0,2.01,123.16
6000,0.0806,8260.0,2.0,121.84
7000,0.0956,8228.0,2.0,124.53
8000,0.11109999999999999,10308.0,2.0,127.08
9000,0.1266,11364.0,2.0,122.47
10000,0.1423,11380.0,2.0,123.06
