K,Time (s),Memory (KB),Passes
1,0.02,4588.0,3
2,0.03,4768.0,3
3,0.03,4972.0,3
4,0.04,5212.0,2
5,0.05,5448.0,2
6,0.06,5688.0,2
7,0.0,4268.0,1
8,0.0,4292.0,1
9,0.0,4484.0,1
10,0.0,4280.0,1
