K,Average User Time (s),Average Memory (KB),Passes
1,22.8367,77104.0,67
2,12.2233,87289.3333,18
3,3.6433,105073.3333,4
4,5.5733,115318.6667,3
5,7.7267,131724.0,3
6,0.28,136016.0,1
7,0.2967,136080.0,1
8,0.2967,136030.6667,1
9,0.2967,136056.0,1
10,0.3,136021.3333,1
