K,Time (s),Memory (KB),Passes
1,11.13,71016.0,5
2,10.01,73260.0,5
3,11.26,73396.0,5
4,10.13,73316.0,5
5,0.25,49452.0,1
6,0.27,49424.0,1
7,0.25,49216.0,1
8,0.26,49284.0,1
9,0.24,49336.0,1
10,0.27,49312.0,1
