K,Time (s),Memory (KB),Passes
1,12.42,89664.0,4
2,10.84,106292.0,2
3,13.75,123072.0,2
4,12.22,138844.0,2
5,0.25,49212.0,1
6,0.26,49372.0,1
7,0.25,49452.0,1
8,0.27,49216.0,1
9,0.24,49212.0,1
10,0.27,49260.0,1
