K,Average User Time (s),Average Memory (KB),Passes
1,11.1233,10793.3333,231
2,1.6767,11982.6667,33
3,0.89,13849.3333,17
4,0.71,15440.0,12
5,0.6,17276.0,10
6,0.3933,18826.6667,6
7,0.4533,20650.6667,7
8,0.2133,22470.6667,3
9,0.2167,24289.3333,3
10,0.2367,26100.0,3
