K,Average User Time (s),Average Memory (KB),Passes
1,2343.05,75796.0,1692
2,72.66,87468.0,41
3,37.33,104664.0,17
4,24.13,117644.0,12
5,24.46,131872.0,10
6,19.2,150248.0,8
7,15.67,170132.0,7
8,23.82,181628.0,7
9,17.75,199632.0,6
10,20.7,213504.0,6
