K,Time (s),Memory (KB),Passes
1,4.45,54552.0,4
2,4.84,61968.0,4
3,4.78,72864.0,4
4,4.06,82088.0,3
5,4.5,92552.0,3
6,4.83,101860.0,3
7,4.7,111544.0,3
8,4.9,121580.0,3
9,4.82,131732.0,3
10,4.89,141676.0,3
