K,Time (s),Memory (KB),Passes
1,4.73,45652.0,5
2,5.83,45556.0,5
3,4.66,45596.0,5
4,5.88,45644.0,5
5,5.14,45600.0,5
6,5.88,45652.0,5
7,5.17,45616.0,5
8,5.89,45664.0,5
9,5.24,45636.0,5
10,5.8,45528.0,5
