M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00066,376896.0,1.0,0.122
2000,0.00172,402540.0,1.0,0.19
3000,0.0024500000000000004,428132.0,1.0,0.325
4000,0.00328,459828.0,1.0,0.403
5000,0.00419,492616.0,1.0,0.471
6000,0.00347,528436.0,1.0,0.408
7000,0.00591,558128.0,1.0,0.362
8000,0.00663,581680.0,1.0,0.298
9000,0.00741,600164.0,1.0,0.215
10000,0.008369999999999999,615508.0,1.0,0.206
12000,0.009269999999999999,636980.0,1.0,0.17
14000,0.01088,649300.0,1.0,0.119
16000,0.01194,657532.0,1.0,0.065
18000,0.012960000000000001,663608.0,1.0,0.05
25000,0.01126,683064.0,1.0,28.803
30000,0.01923,694364.0,1.0,90.174
35000,0.02234,691256.0,1.0,204.539
40000,0.0165,701560.0,1.0,590.626
45000,0.018170000000000002,710692.0,1.0,1109.45
50000,0.030809999999999997,709752.0,1.0,1509.59
60000,0.03546,700452.0,1.0,1659.93
70000,0.03301,699428.0,1.0,1581.67
80000,0.03628,703604.0,1.0,1482.32
90000,0.04259,704548.0,1.0,1386.08
100000,0.048229999999999995,701476.0,1.0,1300.92
200000,0.13834,16452.0,2.0,9549.28
300000,0.29379,17444.0,2.0,9717.51
400000,0.39281,16420.0,2.0,9795.58
500000,0.44649,16420.0,2.0,9840.56
600000,0.56147,17484.0,2.0,9868.7
700000,0.6518200000000001,17500.0,2.0,9889.33
