M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,41048.0,1.0,0.15
2000,0.001,44156.0,1.0,0.18
3000,0.0015,47136.0,1.0,0.44
4000,0.0021,50252.0,1.0,0.34
5000,0.0029,54324.0,1.0,0.44
6000,0.0031,56376.0,1.0,0.39
7000,0.0034999999999999996,59440.0,1.0,0.32
8000,0.004,63556.0,1.0,0.22
9000,0.0046,63552.0,1.0,0.23
10000,0.0049,66624.0,1.0,0.22
12000,0.0058,68656.0,1.0,0.14
14000,0.0066,68668.0,1.0,0.15
16000,0.0073,70704.0,1.0,0.05
18000,0.0079,70728.0,1.0,0.03
25000,0.0106,71716.0,1.0,23.89
30000,0.011899999999999999,73792.0,1.0,46.85
35000,0.013600000000000001,74796.0,1.0,131.07
40000,0.0149,74800.0,1.0,481.53
45000,0.016,76888.0,1.0,1074.67
50000,0.0171,76848.0,1.0,1462.3
60000,0.0204,75860.0,1.0,1702.8
70000,0.022400000000000003,76844.0,1.0,1582.69
80000,0.0254,76848.0,1.0,1482.84
90000,0.028300000000000002,75852.0,1.0,1386.25
100000,0.030699999999999998,75812.0,1.0,1303.25
200000,0.1288,16500.0,2.0,9528.25
300000,0.1825,17488.0,2.0,9690.55
400000,0.22940000000000002,17464.0,2.0,9773.48
500000,0.2789,16420.0,2.0,9821.64
600000,0.3296,16424.0,2.0,9855.47
700000,0.374,16420.0,2.0,9879.73
800000,0.42090000000000005,16420.0,2.0,9896.73
900000,0.4706,17444.0,2.0,9908.58
1000000,0.5236,16316.0,2.0,9918.58
2000000,1.043,16416.0,2.0,9962.6
4000000,2.0585,17496.0,2.0,9983.52
6000000,3.0124,16452.0,2.0,9989.8
8000000,3.9651,16496.0,2.0,9993.19
10000000,5.0141,16420.0,2.0,9994.84
15000000,10.9345,15396.0,2.99,9996.87
20000000,15.106,16420.0,2.99,9997.82
25000000,18.1914,15432.0,2.99,9998.47
