M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.48395,7236.0,2.0,5.409
2000,0.33208,7204.0,2.0,8.325
3000,0.44186000000000003,7280.0,2.0,12.799
4000,0.39733999999999997,7220.0,2.0,21.247
5000,0.33803,6184.0,2.0,52.783
6000,0.14219,7244.0,2.0,327.974
7000,0.20409,8284.0,2.0,885.032
8000,0.16649,8708.0,2.0,1503.52
9000,0.13746,8528.0,2.0,2111.9
10000,0.1158,8596.0,2.0,2674.25
12000,0.0853,9044.0,2.0,3651.79
14000,0.06615,9252.0,2.0,4436.15
16000,0.05602,9976.0,2.0,5070.68
18000,0.047810000000000005,9652.0,2.0,5593.86
25000,0.04303,10656.0,2.0,6815.79
30000,0.04743,11136.0,2.0,7354.7
35000,0.05162,11676.0,2.0,7739.11
40000,0.05614,12348.0,2.0,8023.66
45000,0.05663,13300.0,2.0,8247.54
50000,0.06876,13148.0,2.0,8422.86
60000,0.06455,15804.0,2.0,8688.81
70000,0.08561,15016.0,2.0,8874.17
80000,0.09495999999999999,15804.0,2.0,9015.62
90000,0.15925,17624.0,3.0,9124.96
100000,0.16236,16456.0,3.0,9154.43
200000,0.22331,17280.0,3.0,9551.0
300000,0.42312,17500.0,3.0,9715.6
400000,0.51597,16496.0,3.0,9794.91
500000,0.6940599999999999,16428.0,3.0,9839.96
600000,0.81533,16448.0,3.0,9868.74
700000,0.6169600000000001,17460.0,3.0,9888.81
800000,1.05551,16440.0,3.0,9904.03
900000,1.2093099999999999,16464.0,3.0,9915.14
1000000,1.24221,16684.0,3.024,9924.2
2000000,3.37711,16944.0,4.0,9958.12
4000000,5.66765,16420.0,4.0,9982.27
