N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3108.0,1.0,1.0
20,0.0,3188.0,1.0,1.0
30,0.0001,4140.0,1.0,30.0
40,0.0003,3144.0,1.0,40.0
50,0.0005,4184.0,1.0,50.0
60,0.0007000000000000001,3136.0,1.0,60.0
70,0.0009,4184.0,1.0,70.0
80,0.0012,3160.0,1.0,80.0
90,0.0015,4140.0,1.0,90.0
100,0.0019,3136.0,1.0,100.0
200,0.0076,3144.0,1.0,200.0
300,0.0173,3188.0,1.0,300.0
400,0.0316,4144.0,1.0,400.0
500,0.0493,3136.0,1.0,500.0
600,0.07200000000000001,4192.0,1.0,600.0
700,0.0969,4172.0,1.0,700.0
800,0.127,4136.0,1.0,800.0
900,0.163,4132.0,1.0,900.0
1000,0.20370000000000002,5216.0,1.0,1000.0
1200,0.2991,4160.0,1.0,1200.0
1400,0.41200000000000003,4168.0,1.0,1400.0
1600,0.5467,4156.0,1.0,1600.0
1800,0.6883,4128.0,1.0,1800.0
2000,0.8514,4132.0,1.0,2000.0
2500,1.3655000000000002,6184.0,1.0,2500.0
3000,1.9966,5164.0,1.0,3000.0
3500,2.7508999999999997,5240.0,1.0,3500.0
4000,3.6611000000000002,7268.0,1.0,4000.0
4500,4.6693999999999996,6268.0,1.0,4500.0
5000,5.8877999999999995,8256.0,1.0,5000.0
6000,8.6478,7204.0,1.0,6000.0
7000,12.0276,9280.0,1.0,7000.0
8000,16.215799999999998,9252.0,1.0,8000.0
9000,20.6048,11300.0,1.0,9000.0
10000,26.182100000000002,11296.0,1.0,10000.0
