N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,5172.0,1.0,1.0
20,7.000000000000001e-05,4168.0,1.0,1.0
30,0.00053,4136.0,2.001,30.0
40,0.00065,4168.0,2.002,40.0
50,0.0014399999999999999,4148.0,2.0,50.0
60,0.00164,3132.0,2.0,60.0
70,0.00272,4192.0,2.0,70.0
80,0.00362,4168.0,2.0,80.0
90,0.00456,4164.0,2.0,90.0
100,0.00574,4148.0,2.0,100.0
200,0.0235,4148.0,2.002,200.0
300,0.05404,4152.0,2.0,300.0
400,0.06781000000000001,3108.0,2.0,400.0
500,0.15431999999999998,3108.0,2.0,500.0
600,0.21669,3184.0,2.001,600.0
700,0.30874,3108.0,2.0,700.0
800,0.3697,3160.0,2.001,800.0
900,0.44703,3108.0,2.0,900.0
1000,0.47448,4176.0,2.0,1000.0
1200,0.69198,4132.0,2.0,1200.0
1400,0.9778300000000001,4160.0,2.001,1400.0
1600,1.60249,4180.0,2.0,1600.0
1800,1.66615,4208.0,2.001,1800.0
2000,2.51612,4160.0,2.0,2000.0
2500,3.55997,5236.0,2.0,2500.0
