N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,3132.0,2.0,10.0
20,0.00031,3112.0,3.0,20.0
30,0.0007099999999999999,4156.0,3.0,30.0
40,0.00088,4180.0,3.001,40.0
50,0.00195,3124.0,3.001,50.0
60,0.00283,4188.0,3.003,60.0
70,0.00372,4180.0,3.001,70.0
80,0.00492,4188.0,3.0,80.0
90,0.00637,3144.0,3.0,90.0
100,0.0076500000000000005,3192.0,3.0,100.0
200,0.03171,4172.0,3.001,200.0
300,0.07343000000000001,4152.0,3.0,300.0
400,0.10445,3132.0,3.001,400.0
500,0.20889,4152.0,3.003,500.0
600,0.2754,3196.0,3.0,600.0
700,0.33399,3108.0,3.0,700.0
800,0.51578,3172.0,3.002,800.0
900,0.58415,3104.0,3.002,900.0
1000,0.67399,3108.0,3.0,1000.0
1200,1.27418,4168.0,3.001,1200.0
1400,1.58864,4200.0,3.0,1400.0
1600,2.1593400000000003,4132.0,3.0,1600.0
1800,2.9323699999999997,4132.0,3.0,1800.0
2000,3.34265,4132.0,3.001,2000.0
2500,5.31807,4188.0,3.001,2500.0
3000,8.25716,5152.0,3.0,3000.0
3500,11.498389999999999,5188.0,3.002,3500.0
4000,14.66213,6200.0,3.001,4000.0
4500,18.8751,6212.0,3.001,4500.0
5000,23.92017,6616.0,3.002,5000.0
