N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4148.0,2.0,10.0
20,0.0002,4144.0,3.0,20.0
30,0.0004,4184.0,3.0,30.0
40,0.0007000000000000001,3196.0,3.0,40.0
50,0.0011,4144.0,3.0,50.0
60,0.0017000000000000001,4172.0,3.0,60.0
70,0.0022,4144.0,3.0,70.0
80,0.003,4136.0,3.0,80.0
90,0.0037,3132.0,3.0,90.0
100,0.0046,4144.0,3.0,100.0
200,0.0196,3104.0,3.01,200.0
300,0.0453,4176.0,3.0,300.0
400,0.08,4136.0,3.01,400.0
500,0.127,4188.0,3.0,500.0
600,0.18109999999999998,3160.0,3.0,600.0
700,0.2516,4144.0,3.0,700.0
800,0.3239,3188.0,3.0,800.0
900,0.41609999999999997,3108.0,3.0,900.0
1000,0.5202,3136.0,3.0,1000.0
1200,0.7581,4180.0,3.0,1200.0
1400,1.0647,5208.0,3.0,1400.0
1600,1.3912,4160.0,3.0,1600.0
1800,1.7703,3104.0,3.0,1800.0
2000,2.187,4152.0,3.0,2000.0
2500,3.4804000000000004,6220.0,3.0,2500.0
3000,5.047,5156.0,3.0,3000.0
3500,6.930599999999999,5220.0,3.0,3500.0
4000,9.0864,6268.0,3.01,4000.0
4500,11.7942,5156.0,3.0,4500.0
5000,14.746400000000001,6176.0,3.0,5000.0
6000,21.1302,6180.0,3.0,6000.0
7000,29.5696,8240.0,3.0,7000.0
