N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,5168.0,1.0,1.0
20,0.0001,4168.0,1.0,1.0
30,0.00045,3136.0,1.135,30.0
40,0.00062,4152.0,1.449,40.0
50,0.00145,4156.0,1.698,50.0
60,0.0015300000000000001,3116.0,1.863,60.0
70,0.00287,4180.0,1.944,70.0
80,0.00376,3140.0,1.972,80.0
90,0.00475,4188.0,1.993,90.0
100,0.006,3132.0,1.996,100.0
200,0.01601,3104.0,2.0,200.0
300,0.050409999999999996,3156.0,2.0,300.0
400,0.062490000000000004,3136.0,2.0,400.0
500,0.13819,3124.0,2.0,500.0
600,0.17389,3188.0,2.0,600.0
700,0.27464,4128.0,2.0,700.0
800,0.33612000000000003,4132.0,2.0,800.0
900,0.3337,4128.0,2.0,900.0
1000,0.45805,4216.0,2.0,1000.0
1200,0.82602,4192.0,2.0,1200.0
1400,1.11771,5156.0,2.0,1400.0
1600,1.4813,5156.0,2.0,1600.0
