N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,5176.0,1.0,1.0
20,7.000000000000001e-05,5176.0,1.0,1.0
30,0.00029,4164.0,1.0,30.0
40,0.00035999999999999997,4192.0,1.0,40.0
50,0.00079,4164.0,1.0,50.0
60,0.0008100000000000001,4192.0,1.0,60.0
70,0.00152,4152.0,1.0,70.0
80,0.00198,4136.0,1.0,80.0
90,0.0025099999999999996,4168.0,1.0,90.0
100,0.00314,4188.0,1.0,100.0
200,0.00882,3124.0,1.0,200.0
300,0.02786,4168.0,1.0,300.0
400,0.0347,3108.0,1.0,400.0
500,0.07931,4152.0,1.0,500.0
600,0.10806,3108.0,1.0,600.0
700,0.15906,4192.0,1.0,700.0
800,0.18209,3108.0,1.0,800.0
900,0.18721000000000002,4220.0,1.0,900.0
1000,0.27697000000000005,4148.0,1.0,1000.0
