K,Average User Time (s),Average Memory (KB),Passes
1,2000.95,81452.0,1418
2,37.96,94628.0,20
3,32.58,102136.0,13
4,19.71,121872.0,9
5,23.98,141368.0,8
6,15.14,154764.0,6
7,19.49,169392.0,6
8,12.89,187964.0,5
9,16.69,199884.0,5
10,10.65,219592.0,4
