N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4148.0,2.0,9.608
20,0.00015,4148.0,2.788,18.84
30,0.00027,3132.0,2.957,28.028
40,0.0004,3108.0,2.996,37.211
50,0.0005600000000000001,4144.0,3.0,46.705
60,0.00068,4132.0,3.0,56.008
70,0.00064,3220.0,3.0,65.488
80,0.00113,3168.0,3.0,75.11
90,0.00099,4140.0,3.0,84.615
100,0.0015,4184.0,3.0,94.179
200,0.0043,3188.0,3.0,191.096
300,0.00754,3108.0,3.001,289.005
400,0.009949999999999999,3108.0,3.064,386.886
500,0.01509,3108.0,3.314,485.197
600,0.02504,3132.0,3.76,583.135
700,0.0322,3136.0,3.933,681.125
800,0.0344,4156.0,3.997,778.986
900,0.04604,4132.0,4.0,877.049
1000,0.0475,4132.0,4.0,975.198
1200,0.06833,4128.0,4.0,1172.22
1400,0.09237000000000001,4132.0,4.0,1369.38
1600,0.11166,4132.0,4.0,1566.7
1800,0.14054,4132.0,4.0,1764.7
2000,0.10495,5172.0,4.0,1962.73
2500,0.15178,5232.0,4.0,2458.14
3000,0.28751,5156.0,4.0,2954.99
3500,0.36322000000000004,6200.0,4.0,3451.48
4000,0.30883,6180.0,4.0,3948.05
4500,0.51989,7260.0,4.0,4445.43
5000,0.6026699999999999,7204.0,4.0,4942.98
6000,0.6104700000000001,9312.0,4.0,5937.69
7000,1.00899,9328.0,4.0,6932.79
8000,1.12262,10304.0,4.0,7928.75
9000,1.40746,11304.0,4.0,8924.8
10000,1.79291,11300.0,4.007,9920.65
