N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5188.0,1.0,2.521
20,5e-05,5216.0,1.0,4.515
30,0.00020999999999999998,4192.0,1.971,27.904
40,0.00029,4180.0,1.992,37.068
50,0.00043,4164.0,2.0,46.567
60,0.0005600000000000001,3184.0,2.0,55.958
70,0.00064,4152.0,2.0,65.28
80,0.00057,3108.0,2.0,74.861
90,0.00065,3172.0,2.0,84.393
100,0.00114,4172.0,2.0,93.797
200,0.00257,3132.0,2.0,190.232
300,0.00533,3108.0,2.0,287.735
400,0.00634,3120.0,2.0,385.506
500,0.010960000000000001,3140.0,2.0,483.769
600,0.01461,3108.0,2.0,581.743
700,0.01724,3108.0,2.0,680.501
800,0.02171,3124.0,2.0,778.993
900,0.02384,3120.0,2.0,877.434
1000,0.02984,4188.0,2.0,976.331
1200,0.03736,4188.0,2.0,1173.89
1400,0.04139,4220.0,2.0,1371.66
1600,0.06154,4132.0,2.0,1569.58
1800,0.07093,4172.0,2.0,1767.78
2000,0.056420000000000005,4128.0,2.0,1965.95
2500,0.11813,5156.0,2.0,2461.48
3000,0.15078,5156.0,2.0,2958.07
3500,0.19135,7204.0,2.0,3454.51
4000,0.21809,6180.0,2.0,3950.87
4500,0.28108999999999995,7292.0,2.0,4448.0
5000,0.32879,8244.0,2.0,4945.24
6000,0.43651,8228.0,2.0,5939.64
7000,0.44944,9264.0,2.0,6934.7
8000,0.67888,10356.0,2.0,7930.66
9000,0.82123,12384.0,2.0,8925.8
10000,0.9436,12372.0,2.0,9921.97
