K,Average User Time (s),Average Memory (KB),Passes
1,361.4928,46007.92,737
2,26.9958,54659.52,43
3,13.467,65131.84,18
4,8.7164,75344.64,10
5,6.314,87120.4,7
6,6.121,96303.84,6
7,4.9192,106865.84,5
8,5.374,116036.32,5
9,3.8446,127044.32,4
10,3.923,135033.52,4
