K,Iteration,User Time (s),Memory (KB),Passes
5,1,7.17,87148.0,7
5,2,6.17,87224.0,7
5,3,5.44,87020.0,7
5,4,5.85,87048.0,7
5,5,5.69,87184.0,7
5,6,6.19,87112.0,7
5,7,5.46,87108.0,7
5,8,5.77,87088.0,7
5,9,5.43,87048.0,7
5,10,7.21,87084.0,7
5,11,5.5,87088.0,7
5,12,7.69,87232.0,7
5,13,5.34,87052.0,7
5,14,7.04,87228.0,7
5,15,5.53,87076.0,7
5,16,5.65,87048.0,7
5,17,5.88,87148.0,7
5,18,5.65,87040.0,7
5,19,6.46,87140.0,7
5,20,5.39,87140.0,7
5,21,5.75,87144.0,7
5,22,5.61,87136.0,7
5,23,7.13,87088.0,7
5,24,5.28,87052.0,7
5,25,7.34,87120.0,7
5,26,5.64,87092.0,7
5,27,7.08,87236.0,7
5,28,7.17,87140.0,7
5,29,7.93,87224.0,7
5,30,5.6,87072.0,7
5,31,7.23,87124.0,7
5,32,5.61,87144.0,7
5,33,5.97,87016.0,7
5,34,5.9,87224.0,7
5,35,5.85,87148.0,7
5,36,6.43,87072.0,7
5,37,7.03,87176.0,7
5,38,7.3,87132.0,7
5,39,7.18,87228.0,7
5,40,6.03,87180.0,7
5,41,7.04,87180.0,7
5,42,6.08,87108.0,7
5,43,7.19,87084.0,7
5,44,5.95,87124.0,7
5,45,7.11,87048.0,7
5,46,6.23,87072.0,7
5,47,7.15,87036.0,7
5,48,6.02,87088.0,7
5,49,7.61,87072.0,7
5,50,5.75,87204.0,7
