K,Iteration,User Time (s),Memory (KB),Passes
3,1,12.93,65144.0,18
3,2,12.75,65124.0,18
3,3,13.54,65208.0,18
3,4,14.41,65092.0,18
3,5,13.08,65220.0,18
3,6,13.42,65176.0,18
3,7,12.83,65176.0,18
3,8,13.06,65176.0,18
3,9,12.77,65124.0,18
3,10,13.76,65024.0,18
3,11,12.73,65220.0,18
3,12,12.81,65068.0,18
3,13,12.64,65064.0,18
3,14,12.59,65064.0,18
3,15,12.78,65116.0,18
3,16,12.74,65032.0,18
3,17,12.64,65140.0,18
3,18,12.54,65124.0,18
3,19,12.64,65176.0,18
3,20,15.38,65104.0,18
3,21,13.44,65136.0,18
3,22,15.06,65028.0,18
3,23,12.53,65144.0,18
3,24,15.1,65084.0,18
3,25,12.55,65204.0,18
3,26,15.08,65116.0,18
3,27,12.88,65084.0,18
3,28,15.1,65220.0,18
3,29,13.16,65116.0,18
3,30,15.29,65136.0,18
3,31,12.75,65204.0,18
3,32,13.19,65044.0,18
3,33,12.6,65208.0,18
3,34,13.54,65192.0,18
3,35,14.31,65148.0,18
3,36,12.97,65040.0,18
3,37,16.5,65140.0,18
3,38,12.87,65128.0,18
3,39,14.36,65144.0,18
3,40,13.18,65140.0,18
3,41,12.75,65032.0,18
3,42,12.72,65112.0,18
3,43,12.55,65136.0,18
3,44,14.1,65188.0,18
3,45,15.45,65192.0,18
3,46,12.57,65124.0,18
3,47,15.27,65176.0,18
3,48,12.81,65144.0,18
3,49,12.48,65192.0,18
3,50,14.15,65068.0,18
