K,Iteration,User Time (s),Memory (KB),Passes
1,1,367.03,45932.0,737
1,2,348.86,46000.0,737
1,3,346.21,46004.0,737
1,4,338.96,46080.0,737
1,5,345.12,45936.0,737
1,6,371.56,46028.0,737
1,7,347.38,45928.0,737
1,8,420.43,46088.0,737
1,9,347.28,45980.0,737
1,10,345.19,45928.0,737
1,11,336.07,46104.0,737
1,12,347.29,45880.0,737
1,13,347.13,45928.0,737
1,14,346.77,45976.0,737
1,15,356.46,46088.0,737
1,16,352.4,46112.0,737
1,17,349.38,45928.0,737
1,18,351.06,46104.0,737
1,19,347.9,45928.0,737
1,20,375.66,45984.0,737
1,21,362.82,45928.0,737
1,22,371.12,46084.0,737
1,23,372.64,46104.0,737
1,24,382.82,45964.0,737
1,25,364.4,46076.0,737
1,26,363.77,46008.0,737
1,27,362.05,46116.0,737
1,28,367.42,45968.0,737
1,29,364.34,46012.0,737
1,30,371.71,45968.0,737
1,31,369.1,46032.0,737
1,32,408.45,45984.0,737
1,33,365.41,46040.0,737
1,34,373.26,45912.0,737
1,35,352.0,45932.0,737
1,36,349.29,46116.0,737
1,37,350.71,46044.0,737
1,38,425.82,46092.0,737
1,39,369.22,46116.0,737
1,40,353.57,46032.0,737
1,41,346.04,45944.0,737
1,42,345.27,46048.0,737
1,43,352.1,46060.0,737
1,44,369.2,45972.0,737
1,45,387.36,45992.0,737
1,46,400.91,45904.0,737
1,47,344.39,46096.0,737
1,48,357.97,45984.0,737
1,49,346.52,45888.0,737
1,50,336.82,46044.0,737
