N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.6,1.0,0.0
20,0.0,3178.8,1.0,0.0
30,0.0,3188.4,1.0,0.0
40,0.0,3180.4,1.0,36.6
50,0.0,3182.4,1.0,45.0
60,0.0,3179.2,1.0,53.2
70,0.0,3188.0,1.0,63.4
80,0.0,3176.4,1.0,72.4
90,0.0,3187.6,1.0,80.1
100,0.0,3184.8,1.0,87.6
200,0.0,3188.4,1.0,177.5
300,0.0,3166.8,1.1,268.1
400,0.0,3176.4,1.0,356.6
500,0.0,3180.0,1.0,448.2
600,0.0,3178.4,1.0,537.5
700,0.0,3192.8,1.0,622.1
800,0.0,3187.6,1.0,715.8
900,0.0,3180.8,1.0,806.7
1000,0.001,3198.0,1.0,903.2
1200,0.007000000000000001,3487.6,1.0,1079.5
1400,0.009999999999999998,4215.6,1.1,1254.6
1600,0.011,4211.2,1.1,1447.5
1800,0.009999999999999998,4203.2,1.0,1626.6
2000,0.018999999999999996,4213.2,1.0,1800.7
2500,0.020999999999999998,4623.2,1.0,2258.1
3000,0.03200000000000001,5236.8,1.2,2714.7
3500,0.039999999999999994,5329.2,1.0,3177.8
4000,0.04699999999999999,5422.8,1.0,3630.4
4500,0.05800000000000001,6260.0,1.2,4078.0
5000,0.06400000000000002,6349.2,1.0,4538.1
6000,0.087,7268.4,1.0,5458.6
7000,0.10799999999999998,8112.4,1.1,6379.5
8000,0.132,8700.8,1.1,7307.4
9000,0.15399999999999997,9719.2,1.0,8213.3
10000,0.18,10553.6,1.2,9141.0
