N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5192.0,1.0,2.346
20,4e-05,5204.0,1.0,4.6
30,5.9999999999999995e-05,6216.0,1.0,6.606
40,0.00013000000000000002,4176.0,1.0,36.179
50,0.00017999999999999998,4168.0,1.0,45.015
60,0.00022,3108.0,1.0,53.747
70,0.00027,4176.0,1.0,62.8
80,0.00032,4192.0,1.0,71.529
90,0.00037,3136.0,1.0,80.291
100,0.00041999999999999996,4168.0,1.0,89.101
200,0.0010400000000000001,3108.0,1.001,178.185
300,0.00173,4180.0,1.002,267.349
400,0.0024500000000000004,3108.0,1.002,357.163
500,0.00325,4196.0,1.006,446.458
600,0.00654,4168.0,1.013,536.823
700,0.0081,4168.0,1.007,626.615
800,0.0077800000000000005,3108.0,1.015,716.571
900,0.01091,5192.0,1.01,807.532
1000,0.009460000000000001,5196.0,1.015,897.673
1200,0.01582,5192.0,1.015,1078.35
1400,0.01618,4196.0,1.011,1259.45
1600,0.01732,4132.0,1.016,1440.87
1800,0.01899,5192.0,1.019,1622.81
2000,0.02173,4212.0,1.017,1804.36
2500,0.02993,6240.0,1.028,2258.86
3000,0.03772,6220.0,1.044,2715.29
3500,0.04776,7240.0,1.048,3171.52
4000,0.05707,6180.0,1.042,3628.93
4500,0.06691,7204.0,1.055,4086.73
5000,0.07645,7204.0,1.068,4543.76
6000,0.09695999999999999,8256.0,1.061,5459.95
7000,0.12284,10320.0,1.091,6378.01
8000,0.14901,10328.0,1.096,7297.36
9000,0.17271,11300.0,1.121,8215.79
10000,0.20113,13440.0,1.138,9137.3
