N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.168,1.0,0.0
20,0.0,3181.392,1.0,0.0
30,0.0,3181.44,1.0,0.0
40,0.0,3183.74,1.13,36.179
50,0.0,3183.132,1.414,45.014
60,0.0,3182.696,1.629,53.748
70,0.0,3180.604,1.787,62.798
80,0.0,3180.352,1.85,71.539
90,0.0,3181.516,1.922,80.289
100,0.0,3180.896,1.97,89.106
200,0.0,3183.312,2.0,178.186
300,0.0,3183.108,2.0,267.343
400,0.0,3183.732,2.0,357.086
500,0.00032000000000000013,3183.24,2.0,446.311
600,0.005109999999999936,3182.0,2.0,536.884
700,2.9999999999999997e-05,3183.076,2.0,626.605
800,0.006819999999999899,3183.784,2.0,716.98
900,0.00964999999999984,3181.812,2.0,807.73
1000,0.009969999999999831,3835.676,2.0,897.725
1200,0.009999999999999832,4204.764,2.0,1078.507
1400,0.011809999999999808,4205.288,2.0,1259.724
1600,0.019639999999999685,4204.904,2.0,1440.904
1800,0.020009999999999663,4207.096,2.0,1622.686
2000,0.023229999999999813,4207.448,2.0,1804.83
2500,0.032510000000000164,5226.424,2.0,2258.955
3000,0.0432399999999994,5226.156,2.0,2715.175
3500,0.054789999999999915,6207.092,2.0,3171.879
4000,0.06538000000000053,6250.168,2.0,3629.551
4500,0.07838999999999872,6254.884,2.0,4087.043
5000,0.0894300000000018,7275.428,2.0,4544.226
6000,0.11417000000000013,8253.984,2.0,5460.876
7000,0.14023999999999953,8303.372,2.0,6379.29
8000,0.16713999999999815,9319.992,2.0,7298.758
9000,0.19581999999999822,10346.488,2.0,8217.962
10000,0.22452999999999892,11372.772,2.0,9138.877
