N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3185.2,1.0,0.0
20,0.0,3174.8,1.0,0.0
30,0.0,3186.8,1.0,0.0
40,0.0,3179.2,1.1,36.6
50,0.0,3192.8,1.5,45.0
60,0.0,3186.8,1.6,53.2
70,0.0,3184.4,2.0,63.3
80,0.0,3174.4,1.9,72.4
90,0.0,3187.6,2.0,80.1
100,0.0,3193.2,1.9,87.5
200,0.0,3180.0,2.0,177.8
300,0.0,3188.0,2.0,267.7
400,0.0,3184.8,2.0,356.1
500,0.0,3200.8,2.0,447.1
600,0.0,3173.6,2.0,537.3
700,0.0,3178.0,2.0,625.4
800,0.004,3186.4,2.0,716.5
900,0.009999999999999998,3169.2,2.0,806.5
1000,0.009,3900.4,2.0,902.6
1200,0.009999999999999998,4213.2,2.0,1081.0
1400,0.011999999999999997,4209.6,2.0,1258.0
1600,0.019999999999999997,4202.0,2.0,1446.3
1800,0.019999999999999997,4220.0,2.0,1622.1
2000,0.027000000000000003,4106.4,2.0,1795.9
2500,0.03200000000000001,5226.0,2.0,2261.9
3000,0.041999999999999996,5229.6,2.0,2705.3
3500,0.05700000000000001,6147.2,2.0,3176.7
4000,0.06600000000000002,6245.6,2.0,3636.9
4500,0.07799999999999999,6254.4,2.0,4085.3
5000,0.08799999999999998,7281.6,2.0,4540.3
6000,0.11400000000000002,8203.6,2.0,5453.3
7000,0.137,8314.4,2.0,6379.6
8000,0.16799999999999998,9115.2,2.0,7293.1
9000,0.19699999999999998,10357.2,2.0,8215.6
10000,0.22999999999999998,11380.4,2.0,9144.5
