K,Average User Time (s),Average Memory (KB),Passes
1,9.57,11272.0,190
2,1.0767,12284.0,19
3,0.7633,13846.6667,13
4,0.4967,15656.0,8
5,0.29,17540.0,4
6,0.5033,19408.0,8
7,0.1933,21272.0,3
8,0.22,23016.0,3
9,0.1833,24870.6667,2
10,0.2167,26700.0,2
