M,Time (s),Memory (KB),Passes
1000,0.0,42060.0,1.0
2000,0.0,45152.0,1.0
3000,0.0,47176.0,1.0
4000,0.0,49216.0,1.0
5000,0.0,54368.0,1.0
6000,0.0,57404.0,1.0
7000,0.0,59464.0,1.0
8000,0.0,62540.0,1.0
9000,0.0,63604.0,1.0
10000,0.0,66656.0,1.0
12500,0.01,68660.0,1.0
15000,0.01,70712.0,1.0
17500,0.01,71732.0,1.0
20000,0.01,71752.0,1.0
22500,0.04,9216.0,2.0
25000,0.04,9200.0,2.0
30000,0.08,9216.0,3.0
40000,0.07,10236.0,3.0
50000,0.07,10228.0,3.0
60000,0.07,9208.0,3.0
70000,0.07,9180.0,3.0
80000,0.1,9236.0,3.46
90000,0.12,9180.0,4.0
100000,0.13,9232.0,4.0
200000,0.22,9264.0,4.02
300000,0.4,9180.0,5.0
400000,0.52,9180.0,5.0
500000,0.65,9184.0,5.0
600000,0.9,9180.0,5.79
700000,1.07,9264.0,6.0
800000,1.22,9212.0,6.0
900000,1.38,9236.0,6.0
1000000,1.51,9208.0,6.0
2000000,3.51,9248.0,7.0
4000000,7.09,9248.0,7.18
6000000,11.92,9180.0,7.95
8000000,16.2,9096.0,7.99
10000000,19.94,9096.0,8.02
15000000,31.76,9248.0,8.45
20000000,44.19,9096.0,8.7
25000000,54.97,9204.0,8.88
30000000,67.49,9108.0,8.94
35000000,78.75,9096.0,8.95
40000000,89.45,9248.0,8.95
49995000,114.2,9132.0,8.97
