M,Time (s),Memory (KB),Passes
1000,0.0,42044.0,1.0
2000,0.0,45136.0,1.0
3000,0.0,46164.0,1.0
4000,0.0,49248.0,1.0
5000,0.0,54356.0,1.0
6000,0.0,57432.0,1.0
7000,0.0,60496.0,1.0
8000,0.0,63540.0,1.0
9000,0.0,63560.0,1.0
10000,0.0,66616.0,1.0
12500,0.01,67684.0,1.0
15000,0.01,70712.0,1.0
17500,0.01,70752.0,1.0
20000,0.01,71776.0,1.0
22500,0.01,72764.0,1.0
25000,0.01,73768.0,1.0
30000,0.01,74832.0,1.0
40000,0.01,75868.0,1.0
50000,0.02,75892.0,1.0
60000,0.02,75872.0,1.0
70000,0.02,76868.0,1.0
80000,0.03,74788.0,1.0
90000,0.03,76896.0,1.0
100000,0.03,75852.0,1.0
200000,0.13,16504.0,2.0
300000,0.17,16416.0,2.0
400000,0.22,16460.0,2.0
500000,0.27,17468.0,2.0
600000,0.32,16428.0,2.0
700000,0.37,16420.0,2.0
800000,0.42,15396.0,2.0
900000,0.54,16504.0,2.27
1000000,0.78,16448.0,3.0
2000000,1.5,16420.0,3.0
4000000,3.03,16504.0,3.0
6000000,4.45,16484.0,3.0
8000000,5.95,15392.0,3.0
10000000,7.78,16440.0,3.1
15000000,14.62,16420.0,3.98
20000000,19.76,15420.0,3.99
25000000,24.6,15396.0,3.99
30000000,29.41,15396.0,3.99
35000000,34.79,15484.0,3.99
40000000,39.57,15396.0,3.99
49995000,50.04,15396.0,3.99
