N,Time (s),Memory (KB),Passes
10,0.0,4168.0,2.0
20,0.0,4168.0,2.81
30,0.0,4212.0,2.96
40,0.0,4168.0,3.0
50,0.0,4164.0,3.0
60,0.0,4168.0,3.0
70,0.0,4168.0,3.0
80,0.0,4184.0,3.0
90,0.0,4168.0,3.0
100,0.0,4168.0,3.0
200,0.0,4168.0,3.0
300,0.0,4184.0,3.0
400,0.0,4196.0,3.0
500,0.0,4176.0,3.0
600,0.0,4196.0,3.0
700,0.01,4196.0,3.0
800,0.01,4196.0,3.0
900,0.01,3108.0,3.0
1000,0.01,5192.0,3.0
1250,0.01,5192.0,3.0
1500,0.01,5220.0,3.0
1750,0.02,5248.0,3.0
2000,0.02,4156.0,3.0
2250,0.02,6212.0,3.0
2500,0.03,5208.0,3.0
3000,0.03,6240.0,3.0
3500,0.04,7248.0,3.0
4000,0.04,7240.0,3.0
4500,0.05,7204.0,3.0
5000,0.05,8268.0,3.0
6000,0.07,9284.0,3.0
7000,0.08,10308.0,3.0
8000,0.09,11336.0,3.0
9000,0.1,12148.0,3.0
10000,0.12,11328.0,3.0
