N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4184.0,2.994,9.539
20,0.00016,3136.0,3.025,18.572
30,0.00026000000000000003,4144.0,3.037,27.796
40,0.00043,3152.0,3.068,36.953
50,0.00064,4152.0,3.074,46.385
60,0.0008,3172.0,3.101,55.8
70,0.00106,4132.0,3.116,65.269
80,0.0008900000000000001,4172.0,3.112,74.687
90,0.00135,4152.0,3.131,84.294
100,0.00175,3120.0,3.139,93.655
200,0.00522,3108.0,3.222,189.561
300,0.00783,4140.0,3.301,286.42
400,0.01419,3108.0,3.342,383.616
500,0.0221,3116.0,3.366,481.103
600,0.02939,3128.0,3.422,578.667
700,0.038509999999999996,3140.0,3.428,676.614
800,0.04498,3108.0,3.494,774.503
900,0.05601,3108.0,3.478,872.744
1000,0.061439999999999995,3108.0,3.479,970.799
1200,0.0833,3132.0,3.521,1167.27
1400,0.10818000000000001,3128.0,3.551,1364.62
1600,0.13679,4168.0,3.583,1561.99
1800,0.16568,4136.0,3.6,1759.06
2000,0.13405,4132.0,3.593,1956.24
2500,0.24645,4164.0,3.657,2450.32
3000,0.35523000000000005,4128.0,3.683,2945.33
3500,0.46514999999999995,5192.0,3.688,3439.95
4000,0.55563,5180.0,3.703,3935.4
4500,0.48642,6196.0,3.756,4430.96
5000,0.7954199999999999,5156.0,3.769,4926.88
6000,1.03923,6180.0,3.801,5919.29
7000,1.43392,8284.0,3.821,6911.72
8000,1.42125,7232.0,3.812,7905.81
9000,2.16054,8224.0,3.827,8898.58
10000,2.63169,9296.0,3.835,9892.8
