N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,3136.0,1.0,9.53
20,8e-05,4148.0,1.006,18.571
30,0.00014000000000000001,4180.0,1.037,27.839
40,0.00023999999999999998,3144.0,1.084,37.069
50,0.00034,4184.0,1.114,46.368
60,0.00045,3120.0,1.157,55.81
70,0.00057,4152.0,1.171,65.27
80,0.00064,3172.0,1.23,74.656
90,0.00083,3176.0,1.282,84.237
100,0.00092,3180.0,1.307,93.654
200,0.00302,3108.0,1.608,189.576
300,0.006059999999999999,4160.0,1.771,286.38
400,0.008919999999999999,3132.0,1.858,383.453
500,0.01315,3108.0,1.92,481.101
600,0.01847,4160.0,1.95,578.721
700,0.023620000000000002,3176.0,1.96,676.502
800,0.02963,3108.0,1.978,774.441
900,0.0344,3108.0,1.989,872.83
1000,0.03853,3108.0,1.992,971.028
1200,0.05122,4204.0,1.998,1167.45
1400,0.07761,4140.0,2.0,1364.51
1600,0.08406,4128.0,2.0,1561.6
1800,0.09945,4152.0,2.0,1758.88
2000,0.08261,5176.0,1.999,1956.2
2500,0.16515000000000002,4132.0,2.0,2450.49
3000,0.22022999999999998,5156.0,2.0,2945.19
3500,0.27786,6220.0,2.0,3439.62
4000,0.34706,5172.0,2.0,3935.13
4500,0.28678,6268.0,2.0,4430.81
5000,0.43739999999999996,7256.0,2.0,4926.61
6000,0.63858,7252.0,2.0,5918.96
7000,0.59714,7240.0,2.0,6911.5
8000,1.0114400000000001,9296.0,2.0,7905.07
9000,1.2158099999999998,9288.0,2.0,8899.02
10000,1.42901,10296.0,2.0,9893.06
