K,Iteration,User Time (s),Memory (KB),Passes
9,1,6.29,131612.0,3
9,2,6.45,131528.0,3
9,3,6.17,131508.0,3
9,4,6.52,131588.0,3
9,5,6.26,131532.0,3
9,6,19.71,131608.0,3
9,7,6.3,131516.0,3
9,8,19.26,131472.0,3
9,9,19.14,131516.0,3
9,10,6.2,131596.0,3
9,11,19.42,131568.0,3
9,12,6.32,131516.0,3
9,13,16.83,131488.0,3
9,14,6.14,131436.0,3
9,15,19.3,131504.0,3
9,16,5.96,131444.0,3
9,17,6.13,131512.0,3
9,18,6.41,131432.0,3
9,19,6.33,131532.0,3
9,20,6.55,131536.0,3
9,21,6.43,131612.0,3
9,22,19.14,131448.0,3
9,23,6.42,131540.0,3
9,24,18.59,131484.0,3
9,25,6.74,131596.0,3
9,26,17.82,131540.0,3
9,27,6.63,131504.0,3
9,28,17.94,131484.0,3
9,29,6.39,131504.0,3
9,30,6.43,131624.0,3
9,31,17.38,131444.0,3
9,32,6.53,131524.0,3
9,33,19.05,131536.0,3
9,34,6.14,131584.0,3
9,35,18.73,131568.0,3
9,36,6.28,131484.0,3
9,37,18.13,131608.0,3
9,38,6.27,131500.0,3
9,39,19.53,131440.0,3
9,40,6.4,131488.0,3
9,41,18.03,131504.0,3
9,42,6.57,131508.0,3
9,43,16.96,131444.0,3
9,44,6.54,131444.0,3
9,45,6.32,131608.0,3
9,46,6.37,131544.0,3
9,47,6.48,131584.0,3
9,48,6.16,131468.0,3
9,49,6.16,131468.0,3
9,50,6.35,131584.0,3
