K,Iteration,User Time (s),Memory (KB),Passes
6,1,6.11,101656.0,3
6,2,6.53,101620.0,3
6,3,6.37,101652.0,3
6,4,6.45,101756.0,3
6,5,6.44,101704.0,3
6,6,6.69,101632.0,3
6,7,6.41,101644.0,3
6,8,6.42,101752.0,3
6,9,6.49,101672.0,3
6,10,6.0,101792.0,3
6,11,6.1,101632.0,3
6,12,6.78,101740.0,3
6,13,6.35,101764.0,3
6,14,6.43,101688.0,3
6,15,7.01,101632.0,3
6,16,7.17,101684.0,3
6,17,23.41,101680.0,3
6,18,6.75,101704.0,3
6,19,23.61,101668.0,3
6,20,7.16,101752.0,3
6,21,25.98,101604.0,3
6,22,6.97,101680.0,3
6,23,23.53,101780.0,3
6,24,7.31,101752.0,3
6,25,22.95,101784.0,3
6,26,7.11,101640.0,3
6,27,22.44,101688.0,3
6,28,7.31,101752.0,3
6,29,22.79,101764.0,3
6,30,25.45,101708.0,3
6,31,6.85,101636.0,3
6,32,22.71,101704.0,3
6,33,7.15,101688.0,3
6,34,23.76,101684.0,3
6,35,24.43,101764.0,3
6,36,22.36,101684.0,3
6,37,6.72,101704.0,3
6,38,23.67,101692.0,3
6,39,25.5,101740.0,3
6,40,6.63,101768.0,3
6,41,23.43,101676.0,3
6,42,6.64,101604.0,3
6,43,24.55,101792.0,3
6,44,26.12,101776.0,3
6,45,24.21,101632.0,3
6,46,25.59,101648.0,3
6,47,26.37,101648.0,3
6,48,6.51,101740.0,3
6,49,26.19,101788.0,3
6,50,6.74,101768.0,3
