K,Iteration,User Time (s),Memory (KB),Passes
7,1,24.0,111436.0,3
7,2,6.78,111472.0,3
7,3,23.34,111508.0,3
7,4,6.58,111448.0,3
7,5,24.34,111416.0,3
7,6,6.84,111452.0,3
7,7,24.9,111416.0,3
7,8,6.49,111380.0,3
7,9,6.19,111524.0,3
7,10,6.6,111472.0,3
7,11,6.45,111464.0,3
7,12,6.28,111372.0,3
7,13,6.38,111456.0,3
7,14,6.68,111504.0,3
7,15,6.78,111384.0,3
7,16,24.41,111532.0,3
7,17,6.92,111556.0,3
7,18,25.29,111532.0,3
7,19,6.87,111544.0,3
7,20,26.35,111536.0,3
7,21,6.46,111476.0,3
7,22,25.93,111420.0,3
7,23,6.49,111372.0,3
7,24,25.24,111504.0,3
7,25,6.36,111548.0,3
7,26,26.89,111384.0,3
7,27,6.53,111528.0,3
7,28,26.32,111548.0,3
7,29,6.62,111468.0,3
7,30,6.83,111484.0,3
7,31,6.81,111416.0,3
7,32,26.5,111420.0,3
7,33,6.69,111524.0,3
7,34,25.41,111548.0,3
7,35,6.55,111448.0,3
7,36,12.08,111380.0,3
7,37,24.12,111416.0,3
7,38,24.01,111560.0,3
7,39,6.73,111400.0,3
7,40,23.42,111380.0,3
7,41,6.58,111420.0,3
7,42,14.32,111472.0,3
7,43,13.55,111512.0,3
7,44,24.62,111520.0,3
7,45,10.46,111468.0,3
7,46,14.63,111464.0,3
7,47,10.43,111460.0,3
7,48,6.33,111508.0,3
7,49,6.84,111540.0,3
7,50,5.58,111420.0,3
