K,Iteration,User Time (s),Memory (KB),Passes
5,1,6.22,92500.0,3
5,2,5.95,92536.0,3
5,3,5.95,92548.0,3
5,4,6.13,92528.0,3
5,5,5.74,92448.0,3
5,6,6.08,92456.0,3
5,7,5.94,92464.0,3
5,8,5.55,92460.0,3
5,9,5.33,92368.0,3
5,10,5.85,92532.0,3
5,11,6.14,92528.0,3
5,12,5.81,92384.0,3
5,13,5.89,92380.0,3
5,14,5.9,92460.0,3
5,15,5.86,92476.0,3
5,16,6.1,92392.0,3
5,17,5.75,92340.0,3
5,18,5.89,92516.0,3
5,19,5.46,92412.0,3
5,20,5.35,92544.0,3
5,21,6.3,92368.0,3
5,22,6.1,92428.0,3
5,23,5.9,92412.0,3
5,24,5.9,92412.0,3
5,25,6.13,92408.0,3
5,26,6.07,92376.0,3
5,27,5.84,92464.0,3
5,28,5.87,92512.0,3
5,29,5.52,92444.0,3
5,30,5.7,92392.0,3
5,31,5.88,92428.0,3
5,32,5.83,92408.0,3
5,33,6.18,92468.0,3
5,34,6.11,92364.0,3
5,35,5.96,92456.0,3
5,36,6.0,92444.0,3
5,37,5.81,92536.0,3
5,38,5.77,92464.0,3
5,39,5.64,92544.0,3
5,40,5.38,92500.0,3
5,41,5.69,92416.0,3
5,42,6.33,92452.0,3
5,43,6.21,92400.0,3
5,44,5.8,92496.0,3
5,45,6.1,92368.0,3
5,46,5.88,92548.0,3
5,47,6.08,92452.0,3
5,48,6.05,92536.0,3
5,49,5.75,92364.0,3
5,50,5.49,92448.0,3
