K,Iteration,User Time (s),Memory (KB),Passes
4,1,5.27,81812.0,3
4,2,5.26,81864.0,3
4,3,5.4,81908.0,3
4,4,5.22,81832.0,3
4,5,5.23,81860.0,3
4,6,5.3,81976.0,3
4,7,4.85,81852.0,3
4,8,4.84,81912.0,3
4,9,4.84,81956.0,3
4,10,5.1,81904.0,3
4,11,4.63,81904.0,3
4,12,4.71,81868.0,3
4,13,5.17,81808.0,3
4,14,5.03,81852.0,3
4,15,5.06,81812.0,3
4,16,5.33,81988.0,3
4,17,5.22,81832.0,3
4,18,5.24,81896.0,3
4,19,5.02,81956.0,3
4,20,5.03,81868.0,3
4,21,4.87,81952.0,3
4,22,5.06,81852.0,3
4,23,5.1,81860.0,3
4,24,4.94,81968.0,3
4,25,4.96,81900.0,3
4,26,5.44,81980.0,3
4,27,5.0,81896.0,3
4,28,5.24,81800.0,3
4,29,5.02,81832.0,3
4,30,5.33,81936.0,3
4,31,5.05,81804.0,3
4,32,5.14,81964.0,3
4,33,4.94,81892.0,3
4,34,4.89,81952.0,3
4,35,4.73,81896.0,3
4,36,4.89,81768.0,3
4,37,5.09,81904.0,3
4,38,4.95,81956.0,3
4,39,5.29,81868.0,3
4,40,5.02,81964.0,3
4,41,5.03,81908.0,3
4,42,5.22,81840.0,3
4,43,5.06,81900.0,3
4,44,4.98,81852.0,3
4,45,4.9,81900.0,3
4,46,5.12,81840.0,3
4,47,5.13,81884.0,3
4,48,4.52,81904.0,3
4,49,4.73,81852.0,3
4,50,5.23,81940.0,3
