K,Iteration,User Time (s),Memory (KB),Passes
8,1,7.37,121468.0,3
8,2,5.43,121580.0,3
8,3,7.59,121504.0,3
8,4,5.33,121504.0,3
8,5,7.35,121512.0,3
8,6,5.71,121540.0,3
8,7,7.3,121456.0,3
8,8,5.6,121420.0,3
8,9,7.17,121412.0,3
8,10,5.55,121508.0,3
8,11,6.87,121568.0,3
8,12,5.28,121516.0,3
8,13,5.24,121448.0,3
8,14,5.56,121556.0,3
8,15,7.15,121408.0,3
8,16,5.23,121564.0,3
8,17,5.23,121580.0,3
8,18,5.35,121508.0,3
8,19,5.34,121568.0,3
8,20,5.33,121508.0,3
8,21,5.49,121480.0,3
8,22,5.44,121588.0,3
8,23,5.43,121468.0,3
8,24,7.68,121416.0,3
8,25,19.97,121452.0,3
8,26,19.61,121584.0,3
8,27,6.45,121472.0,3
8,28,19.39,121556.0,3
8,29,6.68,121564.0,3
8,30,20.46,121496.0,3
8,31,21.1,121540.0,3
8,32,21.84,121508.0,3
8,33,6.34,121448.0,3
8,34,21.4,121416.0,3
8,35,6.21,121416.0,3
8,36,19.81,121448.0,3
8,37,6.43,121576.0,3
8,38,20.22,121488.0,3
8,39,21.5,121584.0,3
8,40,20.42,121456.0,3
8,41,6.58,121580.0,3
8,42,21.05,121508.0,3
8,43,6.57,121540.0,3
8,44,20.54,121448.0,3
8,45,6.57,121504.0,3
8,46,6.22,121488.0,3
8,47,6.28,121500.0,3
8,48,6.2,121568.0,3
8,49,6.38,121568.0,3
8,50,6.46,121500.0,3
