K,Average User Time (s),Average Memory (KB),Passes
1,8.7338,54444.48,4
2,8.9666,62090.4,4
3,8.0686,72647.36,4
4,5.0524,81888.48,3
5,5.8832,92451.6,3
6,14.053,101702.24,3
7,13.556,111468.24,3
8,9.914,121505.76,3
9,10.492,131522.24,3
10,9.693,141550.48,3
