K,Iteration,User Time (s),Memory (KB),Passes
2,1,7.6,62036.0,4
2,2,7.51,62008.0,4
2,3,7.95,62140.0,4
2,4,7.69,62052.0,4
2,5,8.32,62048.0,4
2,6,8.49,62048.0,4
2,7,7.44,62020.0,4
2,8,7.8,62168.0,4
2,9,7.96,62084.0,4
2,10,7.49,62104.0,4
2,11,7.22,62188.0,4
2,12,7.99,62180.0,4
2,13,7.6,62184.0,4
2,14,7.49,62052.0,4
2,15,7.37,62152.0,4
2,16,7.41,62036.0,4
2,17,7.49,62056.0,4
2,18,7.86,62140.0,4
2,19,7.26,62100.0,4
2,20,7.34,62012.0,4
2,21,7.48,62112.0,4
2,22,7.38,62032.0,4
2,23,7.26,62112.0,4
2,24,7.45,62112.0,4
2,25,7.29,62140.0,4
2,26,7.41,62028.0,4
2,27,7.08,62020.0,4
2,28,8.04,62184.0,4
2,29,10.41,62192.0,4
2,30,10.1,62176.0,4
2,31,10.71,62180.0,4
2,32,11.51,62000.0,4
2,33,11.12,62116.0,4
2,34,10.14,62112.0,4
2,35,9.92,62004.0,4
2,36,10.31,62096.0,4
2,37,10.24,62180.0,4
2,38,10.78,62048.0,4
2,39,10.53,62136.0,4
2,40,10.23,62092.0,4
2,41,10.58,62004.0,4
2,42,11.2,62000.0,4
2,43,10.9,62020.0,4
2,44,11.06,62092.0,4
2,45,10.65,62036.0,4
2,46,10.53,62024.0,4
2,47,10.84,62100.0,4
2,48,10.31,62000.0,4
2,49,12.66,62180.0,4
2,50,10.93,62184.0,4
