M,Time (s),Memory (KB),Passes
100,0.0,3172.0,2.0
200,0.0,4152.0,2.0
300,0.0,4132.0,2.0
400,0.0,3172.0,2.0
500,0.0,3188.0,2.0
600,0.0,3168.0,2.0
700,0.0,3144.0,2.0
800,0.0,3136.0,2.0
900,0.0,3124.0,2.0
1000,0.0,4136.0,2.02
2000,0.0,3144.0,2.28
3000,0.01,4172.0,3.13
4000,0.01,4172.0,3.19
5000,0.01,4180.0,3.3
6000,0.01,4180.0,3.35
7000,0.01,3112.0,3.39
8000,0.01,4192.0,3.44
9000,0.01,4188.0,3.52
10000,0.01,3192.0,3.72
11000,0.01,4164.0,4.06
12000,0.02,5176.0,4.28
13000,0.02,4240.0,4.38
14000,0.02,4188.0,4.42
15000,0.02,5200.0,4.48
16000,0.02,4132.0,4.55
17000,0.02,4248.0,4.6
18000,0.03,5188.0,4.78
19000,0.03,4132.0,5.0
20000,0.03,5176.0,5.24
30000,0.05,5216.0,6.35
40000,0.08,4220.0,7.8
50000,0.12,4148.0,9.03
60000,0.16,4212.0,10.06
70000,0.2,4168.0,10.65
80000,0.23,5180.0,11.29
90000,0.27,5216.0,11.64
100000,0.3,5204.0,11.9
200000,0.68,4184.0,13.42
300000,1.08,4132.0,14.24
400000,1.51,4132.0,14.84
