M,Time (s),Memory (KB),Passes
100,0.0,6216.0,1.0
200,0.0,7232.0,1.0
300,0.0,7232.0,1.0
400,0.0,8288.0,1.0
500,0.0,7292.0,1.0
600,0.0,7284.0,1.0
700,0.0,7264.0,1.0
800,0.0,7232.0,1.0
900,0.0,8248.0,1.0
1000,0.0,8252.0,1.0
2000,0.0,9300.0,1.0
3000,0.0,8284.0,1.0
4000,0.0,9308.0,1.0
5000,0.0,10324.0,1.0
6000,0.0,10288.0,1.0
7000,0.0,10312.0,1.0
8000,0.0,9336.0,1.0
9000,0.0,10300.0,1.0
10000,0.0,10296.0,1.0
11000,0.01,5184.0,2.0
12000,0.01,4144.0,2.03
13000,0.01,4160.0,2.13
14000,0.01,4216.0,2.17
15000,0.01,4220.0,2.18
16000,0.01,5156.0,2.21
17000,0.01,5188.0,2.21
18000,0.01,5188.0,2.22
19000,0.01,5160.0,2.23
20000,0.02,4160.0,2.24
30000,0.03,4152.0,3.21
40000,0.05,5160.0,4.09
50000,0.07,5188.0,4.85
60000,0.09,4212.0,5.46
70000,0.11,4148.0,5.75
80000,0.13,4148.0,6.04
90000,0.15,4160.0,6.41
100000,0.17,4132.0,6.56
200000,0.38,4164.0,7.58
300000,0.62,4132.0,8.2
400000,0.86,4156.0,8.54
