M,Time (s),Memory (KB),Passes
100,0.0,7244.0,1.0
200,0.0,7216.0,1.0
300,0.0,7220.0,1.0
400,0.0,8244.0,1.0
500,0.0,8284.0,1.0
600,0.0,8272.0,1.0
700,0.0,7244.0,1.0
800,0.0,8260.0,1.0
900,0.0,7248.0,1.0
1000,0.0,8320.0,1.0
2000,0.0,9280.0,1.0
3000,0.01,4192.0,5.4
4000,0.01,4144.0,5.7
5000,0.01,4188.0,6.05
6000,0.01,4168.0,6.23
7000,0.02,3136.0,6.61
8000,0.02,4152.0,6.88
9000,0.02,4188.0,7.13
10000,0.02,4136.0,7.47
11000,0.03,4136.0,7.74
12000,0.03,3176.0,7.94
13000,0.03,3120.0,8.2
14000,0.03,4148.0,8.51
15000,0.04,3108.0,8.75
16000,0.04,3108.0,9.01
17000,0.04,4152.0,9.31
18000,0.05,4184.0,9.58
19000,0.05,3132.0,9.8
20000,0.06,3196.0,10.08
30000,0.1,3192.0,13.14
40000,0.17,3140.0,16.74
50000,0.26,4156.0,20.2
60000,0.34,3104.0,22.65
70000,0.44,3136.0,24.57
80000,0.53,3124.0,25.88
90000,0.62,4136.0,26.94
100000,0.69,3164.0,27.64
200000,1.59,4180.0,30.96
300000,2.35,3108.0,32.0
400000,3.22,4152.0,32.87
