M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4200.88,1.0,0.0
2000,0.0,4202.92,1.0,0.0
3000,0.0,4202.12,1.0,0.0
4000,0.0,4188.64,1.0,0.0
5000,0.0,4168.32,1.0,0.0
6000,0.0,4194.8,1.0,0.0
7000,0.0,4200.36,1.0,0.0
8000,0.0,4196.88,1.0,0.0
9000,0.0,4204.88,1.0,0.0
10000,0.0,4200.72,1.0,0.0
12000,0.0,4184.24,1.0,0.0
14000,0.0,4199.68,1.0,0.0
16000,0.0002,4193.56,1.0,0.0
18000,0.0009,4199.56,1.0,0.0
25000,0.0843,6244.16,3.18,5961.28
30000,0.09369999999999985,6484.68,3.14,6542.02
35000,0.1069999999999999,7176.2,3.15,6980.27
40000,0.1156999999999999,7234.48,3.15,7317.77
45000,0.1214,7240.0,3.09,7587.55
50000,0.1297000000000002,7212.96,3.1,7810.33
60000,0.14660000000000017,7214.52,3.13,8146.51
70000,0.15730000000000013,7211.72,3.11,8395.4
80000,0.1723,7219.32,3.05,8586.94
90000,0.18669999999999987,7223.28,3.06,8739.21
100000,0.2017999999999998,7239.72,3.09,8861.83
200000,0.33679999999999954,7261.2,3.08,9428.13
300000,0.4642000000000005,7236.44,3.05,9624.28
400000,0.5842999999999996,7240.44,3.02,9719.96
500000,0.7082999999999994,7165.84,2.99,9778.72
600000,0.8264000000000002,7161.8,2.91,9817.39
700000,0.9533999999999996,7242.56,2.93,9844.54
800000,1.0908999999999998,7270.28,2.95,9865.41
900000,1.1972999999999994,7273.44,2.87,9882.55
1000000,1.3195,7203.8,2.88,9894.29
2000000,2.454800000000002,7234.2,2.7,9950.06
4000000,4.6951,7150.96,2.5,9977.07
6000000,6.716900000000001,7075.88,2.33,9986.36
8000000,8.718600000000004,7191.84,2.24,9990.65
10000000,10.8267,7048.24,2.15,9993.14
15000000,16.224200000000003,6894.4,2.07,9996.24
20000000,20.571899999999996,6944.84,2.03,9997.69
25000000,25.55329999999999,6943.04,2.03,9998.56
30000000,31.244299999999985,6838.28,2.02,9999.24
35000000,36.344800000000006,7031.72,2.01,9999.49
