M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4204.12,1.0,0.0
2000,0.0,4186.72,1.0,0.0
3000,0.0,4182.16,1.0,0.0
4000,0.0,4180.4,1.0,0.0
5000,0.0,4191.68,1.0,0.0
6000,0.0,4179.8,1.0,0.0
7000,0.0,4182.44,1.0,0.0
8000,0.0,4199.44,1.0,0.0
9000,0.0,4196.16,1.0,0.0
10000,0.0,4191.8,1.0,0.0
12000,0.0,4191.56,1.0,0.0
14000,0.0,4199.56,1.0,0.0
16000,0.0001,4201.44,1.0,0.0
18000,0.0008,4200.0,1.0,0.0
25000,0.06840000000000006,7270.28,1.0,5959.01
30000,0.0843,8250.36,2.0,6534.85
35000,0.09669999999999986,8271.52,2.0,6973.27
40000,0.10229999999999985,8285.0,2.0,7308.54
45000,0.11289999999999989,8297.84,2.0,7581.71
50000,0.11779999999999986,8289.76,2.0,7801.91
60000,0.13050000000000017,8294.08,2.0,8149.06
70000,0.1408000000000002,8297.24,2.0,8391.63
80000,0.1508000000000002,8294.56,2.01,8585.77
90000,0.1620000000000001,8283.08,2.0,8741.14
100000,0.17200000000000004,8297.84,2.0,8863.93
200000,0.2568000000000002,8289.16,2.0,9428.84
300000,0.34440000000000004,8294.92,2.0,9622.79
400000,0.4149999999999999,8298.76,2.0,9720.08
500000,0.49970000000000037,8297.24,2.0,9777.92
600000,0.5863000000000003,8284.64,2.0,9816.77
700000,0.6651999999999993,8294.32,2.0,9845.52
800000,0.7483000000000001,8301.36,2.0,9865.02
900000,0.8227,8287.56,2.0,9881.32
1000000,0.9005000000000003,8298.2,2.0,9893.85
2000000,1.7121000000000004,8292.48,2.0,9949.36
4000000,3.344700000000001,8299.76,2.0,9977.2
6000000,4.973399999999998,8235.28,2.0,9986.61
8000000,6.5828,8281.84,2.0,9991.03
10000000,8.402499999999998,8187.2,2.0,9993.26
15000000,12.754899999999997,8185.96,2.0,9996.38
20000000,16.2107,8234.48,2.0,9997.79
25000000,20.238100000000003,8257.24,2.0,9998.66
30000000,24.764499999999988,8195.44,2.0,9999.09
35000000,28.805099999999996,8181.4,2.0,9999.34
40000000,32.48329999999999,8240.72,2.0,9999.65
49995000,41.68950000000002,8144.92,2.0,10000.0
