N,Time (s),Memory (KB),Passes
10,0.0,3900.0,2.0
20,0.0,3948.0,2.0
30,0.0,3952.0,2.0
40,0.0,4040.0,2.0
50,0.0,4104.0,2.0
60,0.0,4060.0,2.0
70,0.0,4168.0,2.0
80,0.0,3932.0,2.0
90,0.0,4120.0,3.0
100,0.0,3956.0,3.0
150,0.0,4280.0,3.0
200,0.0,4348.0,3.0
250,0.0,4268.0,3.0
300,0.0,4336.0,3.0
350,0.0,4516.0,3.0
400,0.0,4472.0,3.0
450,0.01,4664.0,3.0
500,0.01,4608.0,3.0
600,0.01,4816.0,3.0
700,0.01,5036.0,3.0
800,0.01,5096.0,3.0
900,0.02,5160.0,3.0
1000,0.02,5368.0,3.0
1200,0.02,5644.0,3.0
1400,0.03,5996.0,3.0
1600,0.04,6232.0,3.0
1800,0.05,6464.0,3.0
2000,0.06,6736.0,3.0
2500,0.08,7192.0,3.0
3000,0.1,8020.0,3.0
3500,0.13,8580.0,3.0
4000,0.15,9348.0,3.0
4500,0.18,9952.0,3.0
5000,0.2,10452.0,3.0
6000,0.27,11876.0,3.0
7000,0.12,13268.0,2.16
8000,0.42,14484.0,3.0
9000,0.49,16004.0,3.0
10000,0.65,17432.0,3.04
