K,Average User Time (s),Average Memory (KB),Passes
1,1.1133,43254.6667,3
2,0.5567,39630.6667,2
3,1.09,40176.0,2
4,1.83,46274.6667,2
5,0.1,47296.0,1
6,0.1033,47354.6667,1
7,0.1,47316.0,1
8,0.1067,47325.3333,1
9,0.0967,47340.0,1
10,0.0933,47377.3333,1
