N,Time (s),Memory (KB),Passes
10,0.0,3904.0,2.0
20,0.0,3984.0,2.0
30,0.0,4000.0,2.0
40,0.0,3812.0,2.0
50,0.0,4008.0,2.0
60,0.0,4048.0,2.0
70,0.0,4048.0,2.0
80,0.0,4000.0,2.0
90,0.0,4120.0,2.0
100,0.0,4252.0,2.0
150,0.0,4076.0,2.0
200,0.0,4120.0,2.0
250,0.0,4280.0,2.0
300,0.0,4368.0,2.0
350,0.0,4372.0,2.0
400,0.0,4444.0,2.0
450,0.0,4596.0,2.0
500,0.0,4664.0,2.0
600,0.0,4732.0,3.0
700,0.01,4748.0,3.0
800,0.01,5120.0,3.0
900,0.01,5132.0,3.0
1000,0.01,5240.0,3.0
1200,0.01,5552.0,3.0
1400,0.01,5704.0,3.0
1600,0.01,5976.0,3.0
1800,0.01,6464.0,3.0
2000,0.02,6736.0,3.0
2500,0.02,7432.0,3.0
3000,0.02,8092.0,3.0
3500,0.03,8644.0,3.0
4000,0.03,9448.0,3.0
4500,0.04,9928.0,3.0
5000,0.05,10796.0,3.0
6000,0.05,11784.0,3.0
7000,0.06,13212.0,3.0
8000,0.06,14492.0,3.0
9000,0.08,15896.0,3.0
10000,0.1,17168.0,3.0
