N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.55
20,0.0,4192.0,2.0,16.07
30,0.0001,4172.0,2.0,20.81
40,0.0001,4212.0,2.0,25.32
50,0.0002,4196.0,2.0,28.87
60,0.0002,4196.0,2.02,32.8
70,0.0003,4168.0,2.07,35.82
80,0.0004,4192.0,2.2,39.05
90,0.0004,4192.0,2.28,42.86
100,0.0005,4180.0,2.39,44.43
200,0.0014000000000000002,4216.0,2.83,63.12
300,0.0024,4196.0,2.95,76.77
400,0.0034000000000000002,4152.0,3.01,80.79
500,0.0046,4168.0,3.05,83.08
600,0.006,4168.0,3.07,87.56
700,0.0076,4132.0,3.18,83.08
800,0.0089,5188.0,3.2,85.61
900,0.0104,5200.0,3.18,79.61
1000,0.0115,5248.0,3.17,88.59
1200,0.0143,4132.0,3.1,76.26
1400,0.0176,5192.0,3.15,85.88
1600,0.020499999999999997,6240.0,3.07,71.71
1800,0.0245,5172.0,3.13,75.13
2000,0.0274,6244.0,3.13,80.58
2500,0.0349,6180.0,3.07,76.5
3000,0.0441,7240.0,3.09,73.74
3500,0.051399999999999994,8280.0,3.08,73.51
4000,0.0592,9288.0,3.03,68.18
4500,0.06860000000000001,9304.0,3.06,69.41
5000,0.07719999999999999,9284.0,3.05,78.67
6000,0.0955,10300.0,3.03,71.53
7000,0.1148,12352.0,3.06,72.72
8000,0.1355,13968.0,3.02,72.32
9000,0.1542,14548.0,3.0,64.76
10000,0.17739999999999997,15396.0,3.0,64.36
