N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4180.0,1.0,2.32
30,0.0,4176.0,1.0,1.7
40,0.0,4204.0,1.0,1.58
50,0.0,4168.0,1.0,0.96
60,0.0001,4168.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4212.0,1.0,0.63
90,0.0002,4168.0,1.0,0.82
100,0.0002,4168.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6216.0,1.0,0.23
400,0.0009,6216.0,1.0,0.29
500,0.0012,7256.0,1.0,0.1
600,0.0015,7240.0,1.0,0.06
700,0.0018,8360.0,1.0,0.01
800,0.0021,9304.0,1.0,0.01
900,0.0024,8248.0,1.0,0.18
1000,0.0028000000000000004,10340.0,1.0,0.03
1200,0.0124,5192.0,2.0,75.38
1400,0.015300000000000001,5196.0,2.0,84.62
1600,0.0187,6216.0,2.0,71.46
1800,0.0209,5156.0,2.0,74.75
2000,0.0242,5156.0,2.0,79.59
2500,0.030600000000000002,7240.0,2.0,75.95
3000,0.0382,8260.0,2.0,74.31
3500,0.046900000000000004,7260.0,2.01,73.03
4000,0.053,8312.0,2.0,67.92
