N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4188.0,1.0,1.7
40,0.0,4168.0,1.0,1.58
50,0.0001,4180.0,1.0,0.96
60,0.0001,4168.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4184.0,1.0,0.63
90,0.0001,4168.0,1.0,0.82
100,0.0002,4168.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6220.0,1.0,0.23
400,0.0009,6216.0,1.0,0.29
500,0.0012,7240.0,1.0,0.1
600,0.0015,7296.0,1.0,0.06
700,0.0018,8264.0,1.0,0.01
800,0.0021,9300.0,1.0,0.01
900,0.0025,8228.0,1.0,0.18
1000,0.0028000000000000004,10312.0,1.0,0.03
1200,0.0126,5188.0,2.0,75.38
1400,0.015600000000000001,4140.0,2.0,84.62
1600,0.018000000000000002,6232.0,2.0,71.46
1800,0.021,6216.0,2.0,74.75
2000,0.023799999999999998,5192.0,2.0,79.59
2500,0.0316,6244.0,2.0,75.95
3000,0.0379,7204.0,2.0,74.31
3500,0.045899999999999996,8264.0,2.01,73.03
4000,0.0525,9288.0,2.0,67.92
