N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4224.0,2.0,9.55
20,0.0,4196.0,2.0,16.07
30,0.0001,4224.0,2.0,20.81
40,0.0001,4168.0,2.0,25.32
50,0.0002,4168.0,2.0,28.87
60,0.0002,4168.0,2.02,32.8
70,0.0003,3120.0,2.07,35.82
80,0.0003,4168.0,2.2,39.05
90,0.0004,4176.0,2.28,42.86
100,0.0005,4184.0,2.39,44.43
200,0.0014000000000000002,4212.0,2.83,63.12
300,0.0024,4168.0,2.95,76.77
400,0.0034999999999999996,4176.0,3.01,80.79
500,0.004699999999999999,4184.0,3.05,83.08
600,0.0058,4168.0,3.07,87.56
700,0.0077,5204.0,3.18,83.08
800,0.0087,5208.0,3.2,85.61
900,0.0101,4132.0,3.18,79.61
1000,0.011399999999999999,5216.0,3.17,88.59
1200,0.014199999999999999,5196.0,3.1,76.26
1400,0.0178,4168.0,3.15,85.88
1600,0.0213,6240.0,3.07,71.71
1800,0.0241,5220.0,3.13,75.13
2000,0.0281,5184.0,3.13,80.58
2500,0.0351,6180.0,3.07,76.5
3000,0.0437,6180.0,3.09,73.74
3500,0.0524,7232.0,3.08,73.51
4000,0.058899999999999994,9288.0,3.03,68.18
