N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4188.0,1.0,1.7
40,0.0,4196.0,1.0,1.58
50,0.0001,4192.0,1.0,0.96
60,0.0001,4168.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4168.0,1.0,0.63
90,0.0001,4176.0,1.0,0.82
100,0.0001,4188.0,1.0,0.4
200,0.0004,5220.0,1.0,0.11
300,0.0007000000000000001,6216.0,1.0,0.23
400,0.001,6212.0,1.0,0.29
500,0.0012,7240.0,1.0,0.1
600,0.0015,7268.0,1.0,0.06
700,0.0018,8264.0,1.0,0.01
800,0.0021,9324.0,1.0,0.01
900,0.0025,9312.0,1.0,0.18
1000,0.0027,10340.0,1.0,0.03
1200,0.011000000000000001,5220.0,2.0,76.88
1400,0.0138,4132.0,2.0,86.38
1600,0.0161,6272.0,2.0,72.91
1800,0.0179,6292.0,2.01,75.07
2000,0.021,5196.0,2.03,80.51
2500,0.026699999999999998,6204.0,2.02,75.97
3000,0.0325,7204.0,2.04,74.33
3500,0.039599999999999996,7236.0,2.03,73.53
4000,0.0446,8228.0,2.01,68.42
