N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3173.92,1.0,0.0
20,0.0,3175.76,1.0,0.0
30,0.0,3176.0,1.0,0.0
40,0.0,3183.36,1.0,24.58
50,0.0,3177.4,1.0,28.13
60,0.0,3175.68,1.08,31.89
70,0.0,3175.84,1.48,34.83
80,0.0,3176.88,1.74,38.08
90,0.0,3176.24,1.89,41.44
100,0.0,3176.96,1.97,43.37
200,0.0,3180.08,2.0,63.05
300,0.0,3177.72,2.0,77.64
400,0.0,3180.56,2.0,82.94
500,0.0001,3175.64,2.0,87.3
600,0.0009,3176.08,2.0,94.19
700,0.0016,3179.44,2.0,92.91
800,0.007600000000000004,3179.08,2.0,96.65
900,0.010000000000000007,3171.92,2.0,93.82
1000,0.010900000000000007,3178.08,2.0,102.86
1200,0.010500000000000008,4166.16,2.0,95.81
1400,0.014300000000000009,4196.92,2.0,105.34
1600,0.01700000000000001,4189.56,2.0,96.69
1800,0.022700000000000005,4207.04,2.0,100.97
2000,0.03159999999999995,4202.84,2.0,108.94
2500,0.039599999999999975,4230.16,2.0,109.1
3000,0.040399999999999985,5199.2,2.0,110.9
3500,0.053,5225.2,2.0,111.93
4000,0.046299999999999945,5337.84,2.0,111.14
4500,0.052999999999999915,6250.96,2.0,113.52
5000,0.06109999999999993,6240.76,2.0,123.16
6000,0.07630000000000006,7270.12,2.0,121.87
7000,0.09219999999999988,8187.04,2.0,124.55
8000,0.10809999999999988,8367.16,2.0,127.13
9000,0.12619999999999995,9324.56,2.0,122.41
10000,0.1394000000000002,10320.16,2.0,123.05
