N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3177.72,1.0,0.0
20,0.0,3176.88,1.0,0.0
30,0.0,3178.76,1.0,0.0
40,0.0,3175.44,1.28,24.58
50,0.0,3175.4,1.68,28.13
60,0.0,3175.04,1.93,31.88
70,0.0,3176.92,1.96,34.84
80,0.0,3174.76,1.97,38.08
90,0.0,3179.72,1.98,41.44
100,0.0,3175.28,1.99,43.38
200,0.0,3173.64,2.0,63.12
300,0.0,3174.8,2.0,77.64
400,0.0,3165.68,2.0,82.9
500,0.0,3176.4,2.0,87.27
600,0.0012999999999999997,3179.28,2.0,94.15
700,0.0036000000000000016,3174.48,2.0,92.85
800,0.008000000000000005,3175.64,2.0,96.56
900,0.010000000000000007,3176.36,2.0,93.82
1000,0.010300000000000007,3176.92,2.0,102.86
1200,0.01280000000000001,4196.6,2.0,95.82
1400,0.01430000000000001,4206.04,2.0,105.33
1600,0.017400000000000013,4199.44,2.0,96.71
1800,0.019400000000000014,4199.88,2.0,100.98
2000,0.026099999999999984,4197.44,2.0,108.98
2500,0.035799999999999985,4228.56,2.0,109.13
3000,0.0544999999999999,5213.88,2.0,110.89
3500,0.050599999999999985,5225.64,2.0,111.94
4000,0.04859999999999992,5308.4,2.0,111.14
4500,0.054899999999999914,6236.6,2.0,113.5
5000,0.06229999999999993,6243.92,2.01,123.16
6000,0.07920000000000006,7272.84,2.0,121.84
7000,0.09439999999999987,7765.92,2.0,124.53
8000,0.1100999999999999,8377.76,2.0,127.08
9000,0.12890000000000007,9318.52,2.0,122.47
10000,0.1439000000000002,10282.0,2.0,123.06
