K,Average User Time (s),Average Memory (KB),Passes
1,13.27,86680.0,4
2,15.13,104588.0,4
3,12.97,120308.0,3
4,12.68,135592.0,3
5,13.56,150668.0,3
6,13.18,166100.0,3
7,13.27,182176.0,3
8,13.36,198024.0,3
9,14.04,213960.0,3
10,14.02,229976.0,3
