K,Time (s),Memory (KB),Passes
1,13.9,86840.0,4
2,14.72,104672.0,4
3,14.23,120188.0,3
4,12.91,135856.0,3
5,14.84,151148.0,3
6,13.61,166892.0,3
7,15.78,182128.0,3
8,13.95,197892.0,3
9,15.09,213980.0,3
10,14.24,230136.0,3
