K,Time (s),Memory (KB),Passes
1,14.06,69100.0,4
2,14.11,72384.0,4
3,14.06,72420.0,4
4,13.35,72696.0,4
5,14.12,72776.0,4
6,14.55,72740.0,4
7,14.1,72752.0,4
8,14.23,72732.0,4
9,13.9,72824.0,4
10,14.64,72684.0,4
