M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.39000999999999997,7224.0,2.0,5.409
2000,0.34006000000000003,7232.0,2.0,8.325
3000,0.46438999999999997,6180.0,2.0,12.799
4000,0.26636000000000004,7204.0,2.0,21.247
5000,0.31777999999999995,7220.0,2.0,52.783
6000,0.14682,8012.0,2.0,327.974
7000,0.19697,7204.0,2.0,885.032
8000,0.1667,8660.0,2.0,1503.52
9000,0.13752,8532.0,2.0,2111.9
10000,0.1156,8644.0,2.0,2674.25
12000,0.08475,9048.0,2.0,3651.79
14000,0.06529,9308.0,2.0,4436.15
16000,0.05593,9496.0,2.0,5070.68
18000,0.04768,9732.0,2.0,5593.86
25000,0.04332,10448.0,2.0,6815.79
30000,0.047310000000000005,11172.0,2.0,7354.7
35000,0.0516,11676.0,2.0,7739.11
40000,0.12849000000000002,11388.0,3.0,8023.97
45000,0.07964,12344.0,3.0,8101.66
50000,0.11316,12320.0,3.0,8224.49
60000,0.08034999999999999,12344.0,3.0,8476.99
70000,0.1237,11300.0,3.0,8688.75
80000,0.12251999999999999,11300.0,3.0,8859.48
90000,0.14041,11304.0,3.0,8994.59
100000,0.14069,11320.0,3.0,9105.17
200000,0.19609000000000001,12256.0,3.0,9587.96
300000,0.50707,11328.0,4.0,9691.35
400000,0.48954000000000003,11300.0,4.0,9770.1
500000,0.88336,11312.0,4.0,9821.19
600000,1.0475,11352.0,4.0,9855.74
700000,0.79549,12500.0,4.0,9879.61
800000,1.1199100000000002,11328.0,4.0,9896.83
900000,1.58593,12380.0,4.0,9910.42
