M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00066,377940.0,1.0,0.122
2000,0.00172,402488.0,1.0,0.19
3000,0.0025,428128.0,1.0,0.325
4000,0.00337,458824.0,1.0,0.403
5000,0.00415,493616.0,1.0,0.471
6000,0.00347,526388.0,1.0,0.408
7000,0.005900000000000001,557116.0,1.0,0.362
8000,0.00666,582748.0,1.0,0.298
9000,0.0074199999999999995,601184.0,1.0,0.215
10000,0.00821,614488.0,1.0,0.206
12000,0.009699999999999999,633892.0,1.0,0.17
14000,0.01058,648284.0,1.0,0.119
16000,0.011710000000000002,658472.0,1.0,0.065
18000,0.01328,663604.0,1.0,0.05
25000,0.01134,682020.0,1.0,28.803
30000,0.01912,693348.0,1.0,90.174
35000,0.02188,691256.0,1.0,204.539
40000,0.016399999999999998,701524.0,1.0,590.626
45000,0.01822,710744.0,1.0,1109.45
50000,0.02794,708684.0,1.0,1509.59
60000,0.08601,11340.0,2.0,8454.86
70000,0.07331,11372.0,2.0,8696.42
80000,0.09479000000000001,11348.0,2.0,8876.04
90000,0.08693000000000001,11300.0,2.0,9016.97
100000,0.10646,11312.0,2.0,9128.47
200000,0.21122,11380.0,3.0,9538.78
300000,0.33938,11324.0,3.0,9691.01
400000,0.5661799999999999,11320.0,3.0,9776.8
500000,0.6342899999999999,11300.0,3.0,9828.58
600000,0.61049,11304.0,3.0,9861.24
700000,0.94832,12328.0,3.0,9884.2
800000,0.89578,11300.0,3.29,9899.7
900000,1.59468,11300.0,3.977,9907.67
1000000,1.53817,11308.0,4.0,9913.82
2000000,3.2025,11300.0,4.0,9958.69
4000000,5.35849,11296.0,4.134,9982.86
6000000,13.254010000000001,11300.0,4.992,9988.45
8000000,17.13143,11328.0,5.0,9991.69
10000000,21.16156,11300.0,5.0,9993.83
15000000,32.73737,11300.0,5.0,9996.81
