M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0006,41060.0,1.0,0.15
2000,0.0011,44112.0,1.0,0.18
3000,0.0015,46128.0,1.0,0.44
4000,0.0021,50252.0,1.0,0.34
5000,0.0025,53312.0,1.0,0.44
6000,0.0032,56436.0,1.0,0.39
7000,0.0034000000000000002,59452.0,1.0,0.32
8000,0.0043,61476.0,1.0,0.22
9000,0.0044,64556.0,1.0,0.23
10000,0.0049,66628.0,1.0,0.22
12000,0.0058,68656.0,1.0,0.14
14000,0.0069,68732.0,1.0,0.15
16000,0.0073,69676.0,1.0,0.05
18000,0.0077,71748.0,1.0,0.03
25000,0.0104,72820.0,1.0,23.89
30000,0.012199999999999999,73788.0,1.0,46.85
35000,0.0134,73804.0,1.0,131.07
40000,0.015,73760.0,1.0,481.53
45000,0.0161,76860.0,1.0,1074.67
50000,0.0173,76888.0,1.0,1462.3
60000,0.0496,12356.0,2.0,8452.31
70000,0.0513,11320.0,2.0,8693.07
80000,0.0557,11384.0,2.0,8871.74
90000,0.0605,11316.0,2.0,9011.0
100000,0.0647,11300.0,2.0,9129.1
200000,0.171,11360.0,3.0,9537.65
300000,0.23829999999999998,11300.0,3.0,9692.87
400000,0.319,11560.0,3.0,9776.44
500000,0.3948,11308.0,3.0,9826.3
600000,0.46,12336.0,3.0,9859.32
700000,0.5394,11300.0,3.0,9884.18
800000,0.6693000000000001,11308.0,3.33,9900.26
900000,0.9005,11320.0,3.98,9908.01
1000000,1.0101,11300.0,4.0,9914.63
2000000,1.9921,11300.0,4.0,9958.6
4000000,4.1618,11300.0,4.11,9982.58
6000000,7.6398,11300.0,5.0,9988.2
8000000,9.7184,11340.0,5.0,9991.96
10000000,12.599,11300.0,5.0,9994.1
15000000,18.4189,11344.0,5.0,9996.85
20000000,24.825100000000003,11376.0,5.07,9998.1
25000000,32.588699999999996,11300.0,5.21,9998.71
30000000,40.6394,11300.0,5.4,9999.19
35000000,47.0594,11300.0,5.5,9999.41
40000000,55.849700000000006,11300.0,5.56,9999.6
49995000,69.6031,11300.0,5.57,10000.0
